"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_name"	"gene_chr"	"gene_start"	"gene_end"	"gene_strand"	"gene_length"	"gene_biotype"	"gene_description"
"ENSG00000176490"	24.7095394340373	-0.96863451851198	0.402585814378374	-2.40603241325736	0.0161268337917774	0.0273896236534228	"DIRAS1"	"19"	2714567	2721418	"-"	3485	"protein_coding"	"DIRAS family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:19127]"
"ENSG00000176531"	169.037659658786	1.66071125406943	0.186839976011366	8.88841504651231	6.19867528214146e-19	4.09623799572441e-18	"PHLDB3"	"19"	43474954	43504935	"-"	4553	"protein_coding"	"pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]"
"ENSG00000176533"	56.5352618502966	-1.84898575254653	0.287274590300776	-6.43630106864183	1.22420097321647e-10	5.04098173767726e-10	"GNG7"	"19"	2511219	2702709	"-"	4561	"protein_coding"	"G protein subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]"
"ENSG00000176542"	252.358183150341	0.400847283585221	0.148260451730764	2.70366964963216	0.00685784306464293	0.0124485023842439	"USF3"	"3"	113648385	113696646	"-"	13738	"protein_coding"	"upstream transcription factor family member 3 [Source:HGNC Symbol;Acc:HGNC:30494]"
"ENSG00000176563"	23.3922760407566	-0.256267133172844	0.434386709310582	-0.589951597689457	0.555223100157027	0.629165599058316	"CNTD1"	"17"	42798792	42811587	"+"	3378	"protein_coding"	"cyclin N-terminal domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26847]"
"ENSG00000176593"	210.39274348744	0.439356971071314	0.166559160946757	2.63784332590244	0.0083435119929256	0.0149217145430327	"AC008969.1"	"19"	58002061	58011232	"+"	8787	"processed_transcript"	"uncharacterized LOC100128398 [Source:NCBI gene;Acc:100128398]"
"ENSG00000176595"	67.5451767412	0.139751967990283	0.237992327600045	0.58721207275699	0.557061285167881	0.630551895447185	"KBTBD11"	"8"	1973878	2006936	"+"	6710	"protein_coding"	"kelch repeat and BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29104]"
"ENSG00000176597"	609.270677576375	0.608841552316336	0.0929417879849367	6.55078372728328	5.72358999219301e-11	2.42233035598067e-10	"B3GNT5"	"3"	183253244	183298504	"+"	8140	"protein_coding"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:15684]"
"ENSG00000176619"	7278.89255922302	-1.15418347217657	0.0589498539075114	-19.5790726468535	2.3322782294256e-85	1.02513623661381e-83	"LMNB2"	"19"	2427638	2456996	"-"	5432	"protein_coding"	"lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638]"
"ENSG00000176623"	756.936707849191	-0.443662033787152	0.0878360284067943	-5.05102566491763	4.39444015607358e-07	1.33657705340127e-06	"RMDN1"	"8"	86468257	86514357	"-"	5646	"protein_coding"	"regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:HGNC:24285]"
"ENSG00000176624"	626.147463739605	1.93119756003421	0.0937266982223745	20.6045619515187	2.49769059255849e-94	1.25981875658754e-92	"MEX3C"	"18"	51174550	51218304	"-"	7481	"protein_coding"	"mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]"
"ENSG00000176641"	71.5780058948199	0.622115730817269	0.243434248736008	2.55558013733688	0.0106010947429786	0.0186342826240839	"RNF152"	"18"	61808063	61894247	"-"	10632	"protein_coding"	"ring finger protein 152 [Source:HGNC Symbol;Acc:HGNC:26811]"
"ENSG00000176658"	16.8036878449197	-1.30076214679399	0.492311642591216	-2.64215191001295	0.00823810972324294	0.0147452100037661	"MYO1D"	"17"	32492522	32877177	"-"	8188	"protein_coding"	"myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]"
"ENSG00000176681"	9.7601348967553	-0.672676773742984	0.635140702017688	-1.05909882897766	0.289554773231113	0.362067026854218	"LRRC37A"	"17"	46292733	46337794	"+"	6506	"protein_coding"	"leucine rich repeat containing 37A [Source:HGNC Symbol;Acc:HGNC:29069]"
"ENSG00000176697"	657.478020637981	-0.905089103935619	0.0899628307339492	-10.060700586582	8.24097888315456e-24	7.12242804148595e-23	"BDNF"	"11"	27654893	27722058	"-"	7740	"protein_coding"	"brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]"
"ENSG00000176700"	22.5834304693331	-0.531497204857922	0.433423106630742	-1.22627796424969	0.220094090803367	0.285756392346948	"SCAND2P"	"15"	84631451	84647478	"+"	10717	"transcribed_unprocessed_pseudogene"	"SCAN domain containing 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:10567]"
"ENSG00000176714"	12.1358857073412	-0.891192890145232	0.623230974477308	-1.4299560301743	0.152729639210376	0.207396307671676	"CCDC121"	"2"	27625639	27629012	"-"	2844	"protein_coding"	"coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:HGNC:25833]"
"ENSG00000176715"	273.481935015549	0.0520041841163214	0.132412800808518	0.392742875301946	0.69450940003863	0.752841925746497	"ACSF3"	"16"	89088375	89164121	"+"	14618	"protein_coding"	"acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:HGNC:27288]"
"ENSG00000176720"	856.811987895707	-0.779682145595084	0.0959127455837641	-8.12907753656325	4.32569568787904e-16	2.47017455316745e-15	"BOK"	"2"	241551424	241574138	"+"	2711	"protein_coding"	"BOK, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1087]"
"ENSG00000176731"	199.935945272804	-0.203590356896517	0.147009189236141	-1.38488184279072	0.166088599910182	0.223124293131079	"C8orf59"	"8"	85214076	85220421	"-"	2514	"protein_coding"	"chromosome 8 open reading frame 59 [Source:HGNC Symbol;Acc:HGNC:32235]"
"ENSG00000176749"	363.861297888181	-0.332016788755821	0.111290362066531	-2.98333820279366	0.00285122741292351	0.00546574410577274	"CDK5R1"	"17"	32486619	32491256	"+"	4325	"protein_coding"	"cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775]"
"ENSG00000176753"	11.195637157574	2.03618677619585	0.637557809048937	3.1937288623808	0.00140447961454897	0.00282770768096078	"C15orf56"	"15"	40250664	40252969	"-"	2306	"processed_transcript"	"chromosome 15 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:33868]"
"ENSG00000176783"	1208.0868778884	-0.445198538791472	0.0684388004493704	-6.50506051930031	7.7662107917335e-11	3.25280116580529e-10	"RUFY1"	"5"	179550558	179610026	"+"	5911	"protein_coding"	"RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]"
"ENSG00000176788"	4905.1328115089	0.607358478592547	0.0555295049110201	10.9375813734657	7.62057808660145e-28	7.71790475867523e-27	"BASP1"	"5"	17065598	17276843	"+"	2217	"protein_coding"	"brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]"
"ENSG00000176809"	49.2595247255648	1.2958473176941	0.29213458437461	4.43578880079605	9.17357540669237e-06	2.45650624989652e-05	"LRRC37A3"	"17"	64854312	64919480	"-"	7641	"protein_coding"	"leucine rich repeat containing 37 member A3 [Source:HGNC Symbol;Acc:HGNC:32427]"
"ENSG00000176834"	419.862272902511	-0.571455158118549	0.1153282525176	-4.95503179527793	7.2318462509177e-07	2.15819054750956e-06	"VSIG10"	"12"	118063593	118136026	"-"	8350	"protein_coding"	"V-set and immunoglobulin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:26078]"
"ENSG00000176842"	59.0832743410721	-3.77651124187347	0.383657771765327	-9.84343735432906	7.3167361540359e-23	6.01928711196194e-22	"IRX5"	"16"	54930862	54934485	"+"	2845	"protein_coding"	"iroquois homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14361]"
"ENSG00000176845"	386.564933113063	0.934380986213624	0.125042643669955	7.47249865157909	7.86861757768037e-14	3.98324491000444e-13	"METRNL"	"17"	83079691	83095119	"+"	2626	"protein_coding"	"meteorin like, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:27584]"
"ENSG00000176853"	3834.68209264938	0.304542692488498	0.0625069192819292	4.87214369204309	1.10393829277278e-06	3.24412353314546e-06	"FAM91A1"	"8"	123768456	123815452	"+"	7246	"protein_coding"	"family with sequence similarity 91 member A1 [Source:HGNC Symbol;Acc:HGNC:26306]"
"ENSG00000176871"	1332.5175138034	0.115525122804926	0.0676881548230608	1.70672583861848	0.0878730222850772	0.12753194102204	"WSB2"	"12"	118032694	118062430	"-"	4616	"protein_coding"	"WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]"
"ENSG00000176884"	20.7673919802087	-1.59917225625229	0.467628971108182	-3.41974589911013	0.00062679654322473	0.0013258130098954	"GRIN1"	"9"	137138390	137168762	"+"	6729	"protein_coding"	"glutamate ionotropic receptor NMDA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4584]"
"ENSG00000176890"	1146.24257301379	-1.10074193027427	0.0762817325317153	-14.429954508658	3.3530220597344e-47	6.2524716808429e-46	"TYMS"	"18"	657604	673578	"+"	2470	"protein_coding"	"thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]"
"ENSG00000176894"	53.6186572749438	-0.921977684864375	0.27779565650592	-3.31890604936339	0.000903708288379851	0.00186863552532737	"PXMP2"	"12"	132687606	132704991	"+"	1408	"protein_coding"	"peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]"
"ENSG00000176896"	17.4047946209591	0.229628690043745	0.510963890693314	0.449402970006683	0.653140989204002	0.716633690743483	"TCEANC"	"X"	13653189	13681964	"+"	5231	"protein_coding"	"transcription elongation factor A N-terminal and central domain containing [Source:HGNC Symbol;Acc:HGNC:28277]"
"ENSG00000176903"	1693.49165549402	0.486318380538261	0.0681474726538542	7.13626436314738	9.59014861788311e-13	4.5619927748149e-12	"PNMA1"	"14"	73711783	73714372	"-"	2590	"protein_coding"	"PNMA family member 1 [Source:HGNC Symbol;Acc:HGNC:9158]"
"ENSG00000176909"	59.5889221737071	1.03136264414926	0.265813804399778	3.88001912270181	0.000104448252749974	0.000246220030693473	"MAMSTR"	"19"	48712742	48719721	"-"	2265	"protein_coding"	"MEF2 activating motif and SAP domain containing transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:26689]"
"ENSG00000176912"	34.2212755364282	-2.65886131290073	0.391937039858018	-6.78389905139846	1.16975079769438e-11	5.17854568970659e-11	"TYMSOS"	"18"	641320	658340	"-"	976	"bidirectional_promoter_lncRNA"	"TYMS opposite strand [Source:HGNC Symbol;Acc:HGNC:29553]"
"ENSG00000176915"	2068.24339350124	-0.621066136392172	0.0642992925714184	-9.65898863820846	4.50287245657482e-22	3.5560672418864e-21	"ANKLE2"	"12"	132725503	132761888	"-"	17517	"protein_coding"	"ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]"
"ENSG00000176919"	10.1912981474762	0.310364054298802	0.648663332120692	0.478467085975278	0.632317795312977	0.698030887798134	"C8G"	"9"	136945185	136946975	"+"	1152	"protein_coding"	"complement C8 gamma chain [Source:HGNC Symbol;Acc:HGNC:1354]"
"ENSG00000176920"	39.3988911422609	0.973592697949045	0.331598633512021	2.93605762978438	0.00332412560633242	0.0063032599935681	"FUT2"	"19"	48695971	48705950	"+"	3380	"protein_coding"	"fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4013]"
"ENSG00000176927"	26.4419377199443	-0.401982525524241	0.403103552292506	-0.997219010445606	0.318658215353303	0.393059492061836	"EFCAB5"	"17"	29929200	30108452	"+"	6928	"protein_coding"	"EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:24801]"
"ENSG00000176933"	9.23358395270579	0.372076468654115	0.673293307177385	0.552621665309512	0.580522503399343	0.652022938767284	"TOB2P1"	"6"	28217643	28218634	"-"	992	"processed_pseudogene"	"transducer of ERBB2, 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13986]"
"ENSG00000176946"	766.418640247669	-0.124245627592046	0.0900229304019093	-1.38015533417262	0.167538823096464	0.22476822660818	"THAP4"	"2"	241584405	241637449	"-"	3147	"protein_coding"	"THAP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23187]"
"ENSG00000176953"	1147.7004611238	-0.206759255828122	0.0715285432408289	-2.89058390483344	0.00384526868890783	0.00722643702787173	"NFATC2IP"	"16"	28950807	28967097	"+"	5738	"protein_coding"	"nuclear factor of activated T cells 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:25906]"
"ENSG00000176973"	66.2299758702603	0.372740400316511	0.251364527583121	1.48286794441691	0.138109499675543	0.189804943988614	"FAM89B"	"11"	65572349	65574198	"+"	1458	"protein_coding"	"family with sequence similarity 89 member B [Source:HGNC Symbol;Acc:HGNC:16708]"
"ENSG00000176974"	616.485872110531	-0.708814693733341	0.0897534398089842	-7.89735407625446	2.84886228979316e-15	1.56301346170392e-14	"SHMT1"	"17"	18327860	18363563	"-"	7281	"protein_coding"	"serine hydroxymethyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10850]"
"ENSG00000176978"	2644.27385287288	0.394000416769288	0.0763212515791372	5.16239459674938	2.43810663164057e-07	7.61735020738393e-07	"DPP7"	"9"	137110542	137115177	"-"	2820	"protein_coding"	"dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]"
"ENSG00000176986"	1538.91767803072	-0.374283741196829	0.0680342012477711	-5.50140568026572	3.76775156575076e-08	1.26778412264894e-07	"SEC24C"	"10"	73744384	73772161	"+"	5341	"protein_coding"	"SEC24 homolog C, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10705]"
"ENSG00000176994"	1736.22593922361	0.182294948298437	0.0647282971589583	2.8163099648792	0.00485787727448905	0.00900838765558577	"SMCR8"	"17"	18315310	18328055	"+"	8279	"protein_coding"	"Smith-Magenis syndrome chromosome region, candidate 8 [Source:HGNC Symbol;Acc:HGNC:17921]"
"ENSG00000177000"	312.678407109475	0.378697780741634	0.119601316385269	3.16633455372468	0.00154373134201235	0.00308545705671274	"MTHFR"	"1"	11785723	11806920	"-"	11978	"protein_coding"	"methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]"
"ENSG00000177025"	13.7871534793154	-0.00807494570010538	0.55421805182916	-0.0145699795837659	0.988375249532368	0.991704363480388	"C19orf18"	"19"	57958437	57974534	"-"	915	"protein_coding"	"chromosome 19 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:28642]"
"ENSG00000177030"	637.742182146987	-0.0875574109755395	0.0899366309706575	-0.973545595721789	0.330282210452354	0.405059113966759	"DEAF1"	"11"	644233	706715	"-"	4452	"protein_coding"	"DEAF1, transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]"
"ENSG00000177034"	671.035945300359	-0.279143008842388	0.0924396196656729	-3.01973342006346	0.00252997258622298	0.00489204352268155	"MTX3"	"5"	79976731	79991265	"-"	7919	"protein_coding"	"metaxin 3 [Source:HGNC Symbol;Acc:HGNC:24812]"
"ENSG00000177042"	234.204041364524	-0.770087313343008	0.137698416836402	-5.59256475880865	2.23739660971355e-08	7.68477549538587e-08	"TMEM80"	"11"	695428	705028	"+"	4071	"protein_coding"	"transmembrane protein 80 [Source:HGNC Symbol;Acc:HGNC:27453]"
"ENSG00000177045"	184.82651986746	-0.537361690269141	0.171917234654494	-3.12569994130658	0.0017738244157706	0.00350887422042109	"SIX5"	"19"	45764785	45769226	"-"	3556	"protein_coding"	"SIX homeobox 5 [Source:HGNC Symbol;Acc:HGNC:10891]"
"ENSG00000177051"	327.638049651838	-0.622107316635036	0.124723254348563	-4.98790157364272	6.10386504208202e-07	1.83402069936308e-06	"FBXO46"	"19"	45710629	45730904	"-"	3535	"protein_coding"	"F-box protein 46 [Source:HGNC Symbol;Acc:HGNC:25069]"
"ENSG00000177054"	729.951891799523	0.400908591759866	0.0883514833096937	4.53765547268271	5.68830915877103e-06	1.56265978747381e-05	"ZDHHC13"	"11"	19117099	19176422	"+"	7763	"protein_coding"	"zinc finger DHHC-type containing 13 [Source:HGNC Symbol;Acc:HGNC:18413]"
"ENSG00000177058"	425.952368147089	0.3170500113257	0.103887639113827	3.05185500440834	0.00227431932796721	0.00442383721601309	"SLC38A9"	"5"	55625845	55773194	"-"	8823	"protein_coding"	"solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]"
"ENSG00000177082"	96.8263776965882	-0.368820140695424	0.243350818518155	-1.51559030268028	0.129622980641019	0.179488742950624	"WDR73"	"15"	84639281	84654343	"-"	9626	"protein_coding"	"WD repeat domain 73 [Source:HGNC Symbol;Acc:HGNC:25928]"
"ENSG00000177084"	2845.38947000651	-1.84341576110304	0.0604470264196928	-30.4963845252523	2.90999850095508e-204	5.52684159736951e-202	"POLE"	"12"	132623753	132687365	"-"	16609	"protein_coding"	"DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]"
"ENSG00000177096"	104.296964693028	-0.082102821843192	0.203188937383935	-0.404071318548485	0.686160275346876	0.745630407285183	"PHETA2"	"22"	42074251	42079441	"+"	2451	"protein_coding"	"PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161]"
"ENSG00000177105"	1087.63548408528	-0.22185171099682	0.0707087204174463	-3.13754385155132	0.00170369787166001	0.00337971477209769	"RHOG"	"11"	3826978	3840983	"-"	1782	"protein_coding"	"ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]"
"ENSG00000177106"	3547.21158575129	-1.11301959652807	0.0686712040957872	-16.2079522440812	4.43087936797259e-59	1.10656896423523e-57	"EPS8L2"	"11"	694438	727727	"+"	5693	"protein_coding"	"EPS8 like 2 [Source:HGNC Symbol;Acc:HGNC:21296]"
"ENSG00000177119"	2172.36633960804	-0.469301382210428	0.0681330422220413	-6.88801449201408	5.65764489883277e-12	2.55166253660637e-11	"ANO6"	"12"	45215987	45440404	"+"	8235	"protein_coding"	"anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]"
"ENSG00000177125"	380.515151468489	0.447388857574269	0.119688541504847	3.73794226205148	0.000185532538740206	0.000422786635458351	"ZBTB34"	"9"	126860665	126885878	"+"	6606	"protein_coding"	"zinc finger and BTB domain containing 34 [Source:HGNC Symbol;Acc:HGNC:31446]"
"ENSG00000177150"	1004.56603435762	0.524533488942979	0.0818605416142806	6.40764742816548	1.4778216305255e-10	6.03787018245903e-10	"FAM210A"	"18"	13663347	13726663	"-"	4681	"protein_coding"	"family with sequence similarity 210 member A [Source:HGNC Symbol;Acc:HGNC:28346]"
"ENSG00000177156"	3340.38746865403	-0.0569123510355492	0.0544146261759082	-1.04590171862187	0.295606410808114	0.368752235875106	"TALDO1"	"11"	747329	765024	"+"	3005	"protein_coding"	"transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]"
"ENSG00000177169"	859.752997251877	0.125960678399987	0.0944388327546395	1.33378055113456	0.182275786734824	0.241881368336801	"ULK1"	"12"	131894651	131923167	"+"	7608	"protein_coding"	"unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]"
"ENSG00000177173"	60.6900473755253	0.258352099544389	0.258838093707959	0.998122400931765	0.31822000891454	0.392581925993687	"NAP1L4P1"	"1"	116532936	116534092	"-"	1157	"processed_pseudogene"	"nucleosome assembly protein 1 like 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39740]"
"ENSG00000177189"	2265.41278339437	-0.165767532244976	0.0627240654048048	-2.64280593381752	0.00822221471557408	0.0147201851721624	"RPS6KA3"	"X"	20149911	20267519	"-"	9925	"protein_coding"	"ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]"
"ENSG00000177191"	125.069796929203	0.897278724688856	0.18807099675065	4.77095745857345	1.83352265819968e-06	5.28021575697189e-06	"B3GNT8"	"19"	41425359	41428730	"-"	1874	"protein_coding"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:24139]"
"ENSG00000177192"	592.045284764831	-0.349202972653769	0.0932053245292523	-3.74659896757478	0.00017924830396629	0.000409619118867706	"PUS1"	"12"	131929200	131945896	"+"	5732	"protein_coding"	"pseudouridylate synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]"
"ENSG00000177200"	747.889437884102	-0.412886013261776	0.0924127789592855	-4.4678454420647	7.9011357266562e-06	2.13210089491105e-05	"CHD9"	"16"	53055033	53329150	"+"	16504	"protein_coding"	"chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]"
"ENSG00000177225"	1778.18471583509	-0.140754862002809	0.0636769004373016	-2.21045404277177	0.0270736666774479	0.0440183141160281	"GATD1"	"11"	767220	777488	"-"	5510	"protein_coding"	"glutamine amidotransferase like class 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616]"
"ENSG00000177239"	2387.78889035522	0.150577566923358	0.0672679750314697	2.2384733129385	0.0251902058346386	0.0412217983789044	"MAN1B1"	"9"	137086927	137109187	"+"	8331	"protein_coding"	"mannosidase alpha class 1B member 1 [Source:HGNC Symbol;Acc:HGNC:6823]"
"ENSG00000177283"	12.4648457717712	-0.355647664760325	0.635199366577249	-0.559899274894936	0.575548143381411	0.64733386736216	"FZD8"	"10"	35638249	35642278	"-"	4030	"protein_coding"	"frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]"
"ENSG00000177302"	1787.42240781151	-0.136128388237848	0.0642654564329369	-2.1182202040361	0.034156422871397	0.0544125928811816	"TOP3A"	"17"	18271428	18315007	"-"	6476	"protein_coding"	"DNA topoisomerase III alpha [Source:HGNC Symbol;Acc:HGNC:11992]"
"ENSG00000177303"	555.744989632637	-0.188134668923455	0.0996689285129027	-1.8875959813203	0.05908021000507	0.0894576723147634	"CASKIN2"	"17"	75500261	75515583	"-"	5823	"protein_coding"	"CASK interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18200]"
"ENSG00000177311"	2953.03550612065	-0.0544120132866021	0.0602301267339218	-0.903401939148787	0.366312611203696	0.442961264797804	"ZBTB38"	"3"	141324213	141449792	"+"	14243	"protein_coding"	"zinc finger and BTB domain containing 38 [Source:HGNC Symbol;Acc:HGNC:26636]"
"ENSG00000177335"	14.7968757607918	-7.37513973280053	1.26068168697962	-5.8501204617877	4.91217123090236e-09	1.78354595742747e-08	"C8orf31"	"8"	143039209	143059942	"+"	2929	"processed_transcript"	"chromosome 8 open reading frame 31 (putative) [Source:HGNC Symbol;Acc:HGNC:26731]"
"ENSG00000177337"	89.2522511898869	0.322152685270605	0.209753813806644	1.53586091916104	0.124572494855846	0.1735104808386	"DLGAP1-AS1"	"18"	3593732	3598352	"+"	2105	"antisense"	"DLGAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31676]"
"ENSG00000177352"	376.128223804337	-1.19938298839352	0.118721529094259	-10.1024893929833	5.38573648598543e-24	4.70227980138479e-23	"CCDC71"	"3"	49162535	49166321	"-"	1781	"protein_coding"	"coiled-coil domain containing 71 [Source:HGNC Symbol;Acc:HGNC:25760]"
"ENSG00000177370"	749.748195915279	0.565640259213591	0.0821867569628558	6.88237716289537	5.88619165514919e-12	2.65318407333182e-11	"TIMM22"	"17"	997117	1003671	"+"	3194	"protein_coding"	"translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]"
"ENSG00000177374"	247.325578306456	0.356878510126487	0.14664929533369	2.4335508010075	0.0149515371791094	0.0255486446699344	"HIC1"	"17"	2054154	2063241	"+"	8108	"protein_coding"	"HIC ZBTB transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:4909]"
"ENSG00000177380"	64.1822012055108	-0.76484855308702	0.265702461000949	-2.87859039846939	0.00399456778532572	0.00749511291736198	"PPFIA3"	"19"	49119389	49151026	"+"	6451	"protein_coding"	"PTPRF interacting protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:9247]"
"ENSG00000177383"	911.292349166089	-0.0477596442726747	0.0742378811747028	-0.64333253477807	0.520008349594095	0.595046745771761	"MAGEF1"	"3"	184710367	184712002	"-"	1636	"protein_coding"	"MAGE family member F1 [Source:HGNC Symbol;Acc:HGNC:29639]"
"ENSG00000177406"	37.63683339048	0.744005172134299	0.332202368429723	2.23961429188815	0.0251159740672002	0.0411178189900827	"AC021054.1"	"12"	630891	663706	"+"	3530	"antisense"	"uncharacterized LOC100049716 [Source:NCBI gene;Acc:100049716]"
"ENSG00000177409"	565.45112237237	0.333875841266395	0.111697638249261	2.98910385662164	0.00279797008362783	0.00537109705097711	"SAMD9L"	"7"	93130055	93148369	"-"	7135	"protein_coding"	"sterile alpha motif domain containing 9 like [Source:HGNC Symbol;Acc:HGNC:1349]"
"ENSG00000177410"	998.994137275437	1.86887125692545	0.0822409139464347	22.724349320129	2.57414906354919e-114	1.69960125294596e-112	"ZFAS1"	"20"	49278178	49295738	"+"	2243	"antisense"	"ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]"
"ENSG00000177425"	2955.74253831983	-0.0530210179191638	0.0576201177398484	-0.920182394603057	0.357477452803448	0.433846097659218	"PAWR"	"12"	79574979	79691097	"-"	11668	"protein_coding"	"pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]"
"ENSG00000177426"	1323.14903193274	0.85908299796172	0.0684193266168304	12.5561451777047	3.678207746085e-36	4.96364455840102e-35	"TGIF1"	"18"	3411608	3459978	"+"	8222	"protein_coding"	"TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]"
"ENSG00000177427"	573.720796637464	0.0686191298935586	0.10353578298237	0.662757627527123	0.507485795298297	0.582841468821874	"MIEF2"	"17"	18260534	18266552	"+"	3969	"protein_coding"	"mitochondrial elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:17920]"
"ENSG00000177432"	32.8728302729115	1.07162083811798	0.380980465064731	2.81279733840395	0.00491125936985881	0.00910189304251391	"NAP1L5"	"4"	88695915	88697829	"-"	1915	"protein_coding"	"nucleosome assembly protein 1 like 5 [Source:HGNC Symbol;Acc:HGNC:19968]"
"ENSG00000177453"	9.36883172379104	-1.04425932027191	0.642328671762529	-1.62573985278673	0.104005008303064	0.148067096773491	"NIM1K"	"5"	43192071	43280850	"+"	3619	"protein_coding"	"NIM1 serine/threonine protein kinase [Source:HGNC Symbol;Acc:HGNC:28646]"
"ENSG00000177463"	1539.67206679701	-0.423538172350665	0.0636987659967699	-6.64907970700943	2.94931258051458e-11	1.27378508530703e-10	"NR2C2"	"3"	14947584	15053600	"+"	11821	"protein_coding"	"nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972]"
"ENSG00000177465"	119.53184062131	1.34100840067891	0.212585215674443	6.30809812631825	2.82485107957414e-10	1.13023430450373e-09	"ACOT4"	"14"	73591706	73596496	"+"	2362	"protein_coding"	"acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748]"
"ENSG00000177469"	9550.7337888017	-1.97869558265208	0.0512114490015555	-38.6377581816123	0	0	"CAVIN1"	"17"	42402452	42423517	"-"	3828	"protein_coding"	"caveolae associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9688]"
"ENSG00000177479"	1893.87774400959	-0.441146039587854	0.0628977803186276	-7.013698056642	2.32100013742515e-12	1.07322711494285e-11	"ARIH2"	"3"	48918821	48986382	"+"	8017	"protein_coding"	"ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690]"
